Contig index,The number of restriction sites,Contig length,Contig coverage
contig_60947,1216,187358,177
contig_60948,403,52033,67
contig_60949,1255,130002,84
contig_60951,1450,155390,115
contig_60952,851,96531,27
contig_60953,171,21793,429
contig_60955,4906,465930,34
contig_60956,158,21914,66
contig_60957,488,33180,442
contig_60959,662,109812,131
contig_6096,1006,124176,470
contig_60960,1703,227395,91
contig_60963,411,38910,27488
contig_60964,724,161391,311
contig_60965,483,62982,89
contig_60967,506,63648,243
contig_60969,365,36863,411
contig_6097,1176,167514,300
contig_60971,2031,277767,137
contig_60972,2147,127443,105
contig_60973,843,96550,56
contig_60974,402,46953,373
contig_60975,5367,395784,958
contig_60976,1420,181735,120
contig_60983,462,58282,13
contig_60984,215,23961,191
contig_60985,751,113459,333
contig_60986,1328,83429,177
contig_60989,203,56490,305
contig_60990,1979,212186,72
contig_60991,449,63123,2353
contig_60996,2290,216661,791
contig_61006,372,36321,106
contig_61008,1060,140929,471
contig_61009,1853,267871,1510
contig_61011,28054,1568256,1270
contig_61012,453,38046,86
contig_61013,393,37275,101
contig_61014,869,87633,91
contig_61015,1361,135454,964
contig_61016,2693,200637,1656
contig_61019,315,31859,451
contig_61020,924,145468,56
contig_61022,398,49039,1081
contig_61023,651,71973,55
contig_61024,1065,97122,64
contig_61025,233,34599,154
contig_61026,433,41426,132
contig_61027,269,39218,17
contig_61028,720,88110,375
contig_6103,2768,268795,252
contig_61030,1475,129538,1048
contig_61038,485,39337,2790
contig_61040,1424,92895,82
contig_61042,1375,133045,558
contig_61045,729,56264,224
contig_61048,2055,203086,339
contig_61049,1536,170524,251
contig_6105,2419,251308,467
contig_61050,3675,200627,263
contig_61052,2580,287540,422
contig_61053,1211,154400,254
contig_61055,394,35396,163
contig_61056,267,39571,1201
contig_61057,1387,173630,7390
contig_61058,4384,269694,869
contig_61060,382,37541,566
contig_61063,44,48503,591
contig_61065,330,40545,1005
contig_61066,357,36609,153
contig_61068,4931,336408,6424
contig_61069,290,56737,237
contig_61070,1498,181265,3657
contig_61071,2042,218205,1486
contig_61074,181,55613,9773
contig_61077,342,37469,288
contig_61080,437,45749,712
contig_61084,382,39003,254
contig_61085,681,42198,243
contig_61086,287,39246,131
contig_61090,389,36220,14810
contig_61091,14636,1095612,2662
contig_61093,323,58879,199
contig_61094,892,110677,68
contig_61096,410,45367,59
contig_61098,353,42819,1271
contig_61099,1104,91179,228
contig_61101,300,33402,102
contig_61102,302,34633,261
contig_61103,107,7765,200
contig_61105,417,35353,407
contig_61106,270,36429,140
contig_61109,437,39126,31459
contig_61110,226,92826,94
contig_61111,259,37925,707
contig_61112,867,95619,1669
contig_61114,395,35298,634
contig_61115,288,36735,509
contig_61117,280,42273,402
contig_61119,2038,111251,207
contig_6112,1102,131234,1314
contig_61122,2308,143567,317
contig_61126,202,34219,1390
contig_61128,148,13715,712
contig_61130,663,37274,16175
contig_61132,41644,3031314,1232
contig_61133,2104,137880,15774
contig_61136,586,106339,188
contig_6135,2482,273591,8
contig_6147,514,79707,5
contig_6149,24,3452,101
contig_6150,1100,115517,30
contig_6179,263,23277,6
contig_6181,235,23364,1649
contig_6182,1248,141796,172
contig_6183,1690,202501,24437
contig_6189,17817,2101267,33957
contig_6190,20203,2467085,289
contig_6191,2825,313418,175
contig_6193,946,109893,2139
contig_6195,8889,978425,359
contig_62,7243,772298,2269
contig_6204,8290,924260,64243
contig_6205,22177,2211804,4
contig_6210,212,32455,166
contig_6211,408,60324,18227
contig_6212,12371,2574995,22
contig_6214,241,35173,2399
contig_6216,978,116139,6
contig_6218,276,30422,128
contig_6220,661,69486,429
contig_6223,674,84535,94
contig_6224,1141,136253,1509
contig_6226,2038,230796,675
contig_6229,1354,150712,468
contig_6236,4175,393144,131
contig_6240,984,100241,102
contig_6251,177,17870,228
contig_6262,1361,152397,241
contig_6263,2375,257151,54
contig_6267,3926,428866,903
contig_6268,12390,1313315,1788
contig_6272,7171,683103,86
contig_6274,99,31064,2531
contig_6279,1984,199697,503
contig_6280,1969,288861,983
contig_6285,971,109116,72
contig_6289,267,33889,48
contig_6290,219,27683,1147
contig_63,2357,330725,85
contig_6301,479,60944,59
contig_6305,1222,72224,102
contig_6307,1800,107573,27
contig_6308,787,44389,412
contig_6313,15903,778769,24
contig_6317,333,30305,516
contig_632,2633,167141,26
contig_6331,553,50824,1333
contig_6337,576,62251,1028
contig_6354,3118,368121,3058
contig_636,3323,515493,29
contig_6360,218,21704,131
contig_6361,146,30704,381
contig_6397,6955,886624,19973
contig_640,20052,2581016,22425
contig_6402,10310,1359654,44
contig_6409,43,6706,2171
contig_641,1645,207307,136
contig_6420,748,171179,263
contig_6422,794,113925,41
contig_6424,177,25529,1648
contig_6426,8908,917229,206
contig_6438,869,126142,32124
contig_644,10486,2411712,752
contig_6443,3536,508562,382
contig_6444,5671,843519,269
contig_645,487,115419,754
contig_6451,3825,514081,11160
contig_6452,6154,850498,668
contig_6455,1617,243977,103
contig_6457,767,99126,514
contig_646,1180,145392,65
contig_6468,335,51015,437
contig_6475,7161,403023,212
contig_6484,6340,361733,62629
contig_650,9552,1435906,153
contig_6524,647,78847,214
contig_6526,615,59983,260
contig_6530,1551,249850,260
contig_6533,4105,556856,515
contig_6537,447,43585,1
contig_6538,130,15520,6037
contig_654,6078,718565,173
contig_6540,659,70689,55
contig_6541,514,61643,127
contig_6549,1696,158391,21
contig_6550,114,15982,3287
contig_6551,5185,1509663,2360
contig_6552,5896,1629540,602
contig_6553,6226,1674286,25
contig_6561,389,52952,136
contig_6563,573,74783,3570
contig_6569,1224,170159,35
contig_6571,120,18046,45
contig_6578,158,18802,831
contig_658,639,78825,1496
contig_6580,6902,1105957,695
contig_6582,1104,121409,358
contig_6586,1614,235967,463
contig_6587,429,43759,225
contig_6588,972,139490,46
contig_6591,536,88805,1124
contig_6609,7486,1394194,32
contig_6613,1150,98434,45
contig_6614,1365,125372,112
contig_6615,951,117674,375
contig_6622,884,122200,63
contig_6623,455,59383,6300
contig_6625,10108,1183065,264
contig_6626,2484,345125,955
contig_6627,1853,261486,50
contig_6629,60,16536,54
contig_6632,388,48923,9
contig_6654,795,97732,21
contig_667,196,32139,451
contig_6672,1308,156698,99
contig_668,818,129726,27108
contig_6681,18832,2397172,1144
contig_6689,7104,352286,6290
contig_6696,8922,941460,145
contig_6698,3727,399981,224
contig_670,488,67457,3729
contig_6700,11850,1025237,49
contig_6703,250,22165,127
contig_6706,726,92718,17796
contig_671,5622,821470,96
contig_6710,905,120910,65
contig_6711,431,44377,76
contig_6713,1126,98257,44
contig_6714,283,39408,9
contig_6716,196,10700,2
contig_6717,385,19041,5104
contig_672,8774,1217770,8
contig_6723,350,45064,35
contig_6726,827,99779,576582
contig_673,20797,2445717,49
contig_675,80,20011,404
contig_6752,1349,164842,211
contig_6757,760,74997,10
contig_6760,141,23588,3960
contig_6761,8598,2226246,11
contig_6770,646,66232,883
contig_6771,1315,161595,13050
contig_6772,10996,1092450,222
contig_6773,391,68052,133
contig_6774,400,61116,11793
contig_6778,17412,2335475,15705
contig_678,22983,2160572,730
contig_6782,6599,542990,1505
contig_680,2923,348490,26
contig_6813,1001,64821,630
contig_682,2346,385071,1598
contig_6824,701,123010,972
contig_6828,662,120699,4
contig_6833,78,9253,388
contig_6835,248,45411,28
contig_6838,170,23666,98
contig_684,356,53363,582
contig_6841,261,36050,303
contig_6848,187,39387,568
contig_6858,1133,157569,762
contig_6861,2965,439952,685
contig_6862,708,110488,678
contig_6863,762,119020,128
contig_6874,68,11419,394
contig_6880,1281,192769,31855
contig_6891,17786,2352165,208
contig_6893,389,48232,204
contig_6894,404,57458,1497
contig_6903,2281,339786,190
contig_6906,870,145842,15
contig_6909,168,28804,10
contig_692,555,66674,1933
contig_6920,6092,1173368,550
contig_6924,1567,193082,5339
contig_6926,2572,343043,17
contig_6928,431,49497,321
contig_6935,1036,127815,1368
contig_6937,3167,502839,810
contig_6942,992,78214,4963
contig_6943,9080,1125297,6
contig_6944,305,27023,1394
contig_6948,1139,155315,1130
contig_695,1467,217088,11
contig_6951,396,63156,61
contig_6955,2579,176842,11
contig_6956,366,23738,5455
contig_6960,11382,1164023,121
contig_6961,1398,120264,573
contig_6965,2952,339955,6120
contig_6969,26686,3295719,102
contig_6985,2067,256884,62
contig_700,129,17558,10
contig_7034,341,38571,22396
contig_705,15593,1880981,1239
contig_7059,1565,161833,326
contig_706,3013,526438,518
contig_711,1453,256991,506
contig_7124,4162,494275,85
contig_7127,993,101839,3046
contig_7129,1611,212038,3718
contig_7130,1837,238614,1011
contig_7131,286,45942,940
contig_7137,12342,1241882,92
contig_7148,1317,148272,5445
contig_7149,7728,807396,5
contig_715,126,25005,6526
contig_7155,21533,2286670,1012
contig_716,5453,936385,60
contig_7164,635,76521,21
contig_7167,425,46738,15
contig_7174,97,11200,8675
contig_7175,4631,575110,204
contig_7176,758,88001,609
contig_7179,652,95024,311
contig_718,3407,630282,350
contig_7188,724,132604,58
contig_7203,1688,199706,9504
contig_7206,4718,736327,69
contig_7207,248,34940,113
contig_721,3784,419647,4131
contig_7212,11161,673447,13
contig_7213,565,38478,215
contig_7221,546,52671,415
contig_7223,736,54545,885
contig_7228,1529,146323,1698
contig_7263,4744,619185,528
contig_7273,1834,177170,73
contig_7279,416,54206,106
contig_7282,729,88793,5374
contig_7287,5665,778689,96439
contig_7291,4182,627336,32548
contig_7292,5677,905898,141
contig_7293,771,80623,1521
contig_7296,2145,585909,1185
contig_732,465,67898,14
contig_7329,36,6086,180
contig_7333,53,15227,450
contig_7334,409,74218,59
contig_7336,521,43394,82
contig_7342,731,93078,901
contig_7348,1718,233052,203340
contig_7353,19823,1185815,261
contig_7354,342,20368,138
contig_7356,181,25061,127
contig_7357,501,68270,141
contig_7358,836,89738,55
contig_7366,204,33937,4889
contig_7378,1852,130102,192
contig_7391,1254,125039,494
contig_7399,1158,366922,4
contig_74,324,36554,110
contig_7402,536,85538,789
contig_7454,2656,165468,4001
contig_7455,2715,169363,771
contig_7462,2081,123956,188
contig_7473,2720,172532,32
contig_748,328,38178,24
contig_7491,2141,116614,211
contig_7504,7749,491652,21
contig_7506,1191,65803,103
contig_752,838,102298,143
contig_7522,433,72353,796
contig_7523,1679,182705,183
contig_7524,1166,144496,48
contig_7526,2043,199335,5360
contig_7535,2146,285412,59
contig_7536,305,37996,715
contig_754,1738,213246,258
contig_7541,1668,179178,666
contig_7542,2029,215438,476
contig_7543,144,30469,108
contig_7548,339,39546,3846
contig_7549,4517,573822,459
contig_7559,1926,180023,55
contig_7560,555,60912,14
contig_7567,377,37493,14
contig_7573,186,14982,615
contig_7577,1863,279329,7743
contig_7578,4892,791349,416
contig_7582,207,30405,8983
contig_7583,2285,552096,75
contig_759,759,92292,2146
contig_7592,2135,316514,976
contig_7596,1903,409016,2326
contig_7598,1250,97314,104
contig_7599,191,15576,385
contig_7602,3583,286925,947
contig_7603,2737,212916,247
contig_7608,315,31821,66
contig_7609,197,28144,103
contig_761,741,91248,222
contig_7613,2015,129867,61
contig_7614,607,37907,2080
contig_7618,12370,1438101,1096
contig_762,734,92685,5917
contig_7622,4714,597966,495
contig_7626,2076,158744,19
contig_7631,239,42783,178
contig_7632,1152,195314,13392
contig_7637,12659,1404977,308
contig_7639,376,78915,22
contig_7640,76,12269,141
contig_7641,291,50886,32
contig_7643,100,9722,48
contig_7650,774,66545,1263
contig_7654,529,49072,205
contig_7655,712,92420,103
contig_7656,1048,101489,117
contig_7657,175,16977,51
contig_7661,331,47639,7
contig_7664,6,1052,286
contig_7672,71,5814,16945
contig_7675,410,39024,98
contig_7676,898,95548,327
contig_7677,615,97641,88
contig_7684,314,89067,39001
contig_7685,2217,668966,2492
contig_7686,15124,1822821,346
contig_7705,646,55297,115
contig_7719,1694,229027,5
contig_7721,101,11754,612
contig_7728,1798,207774,17
contig_7734,174,34510,1054
contig_7742,4634,585700,390
contig_7759,6090,609631,6
contig_776,2407,157033,782
contig_7768,237,39070,48
contig_7770,173,31718,294
contig_7771,6518,427221,74
contig_7774,593,94813,20429
contig_7788,8138,805445,353
contig_7789,2681,326574,79
contig_7790,501,57503,13919
contig_7792,12028,2185666,8429
contig_7793,10414,1429065,50
contig_78,2207,246434,14
contig_7802,980,63956,64
contig_7804,1408,183971,1008820
contig_7807,15063,2400349,775
contig_7809,3126,432379,633
contig_7811,1428,199577,9
contig_7812,105,17886,40
contig_7815,3637,257075,420
contig_7816,1349,88702,9
contig_7822,1051,72554,376
contig_7826,2968,186796,57
contig_7827,1288,87031,632
contig_7838,5494,325993,55
contig_784,7087,484565,310
contig_7851,1311,182940,111
contig_7852,361,45601,1014
contig_7855,3992,235915,103
contig_7858,1604,307229,1106
contig_786,17111,1986266,593
contig_7861,2096,252426,309
contig_7863,2889,362164,637
contig_7864,3079,381286,31
contig_7867,186,19838,53
contig_7880,984,88028,157
contig_7881,297,50757,6
contig_7886,123,23556,59
contig_7892,1224,108043,652
contig_7894,649,60152,66
contig_790,378,56796,46
contig_7902,378,66100,121
contig_7904,588,90848,7
contig_7913,19,2829,127
contig_7918,894,110500,1111
contig_7921,2574,306368,1269
contig_7922,5575,614633,159
contig_7923,977,134611,284
contig_7929,1381,144284,660
contig_7933,7175,739685,95
contig_7937,108,20924,643
contig_7941,2475,262041,32
contig_7949,166,22790,461
contig_7950,1315,89332,463
contig_7953,1272,97554,209
contig_7959,1559,248116,61257
contig_7965,24279,2198540,101
contig_7966,556,77387,81327
contig_7967,24794,3548446,27
contig_7969,547,57438,3966
contig_7973,30297,1629825,58
contig_7974,203,24985,380
contig_7984,2888,426321,361
contig_8,11,2705,114
contig_8005,528,41245,604
contig_8024,6481,684721,34
contig_8037,774,76609,279
contig_8039,1877,175462,415
contig_8044,4719,385533,107
contig_805,230,53923,326
contig_8054,2981,255186,743
contig_8058,3870,1034873,19
contig_806,1247,75936,705
contig_8081,4635,485538,5704
contig_8082,3580,517452,16
contig_8083,291,49945,6355
contig_8085,12570,1596921,253
contig_8087,559,75027,151
contig_809,400,81936,206
contig_8092,11166,807415,32
contig_8099,538,31559,14
contig_81,151,17506,128
contig_8101,802,47705,819
contig_8102,251,26891,416
contig_8108,1228,114990,127
contig_8109,447,45205,222
contig_811,1263,135094,59
contig_8110,547,68918,25856
contig_8112,19273,1988884,5229
contig_8113,5413,1328515,7277
contig_8114,16474,2102430,286
contig_8115,776,164563,25373
contig_8118,18316,2296475,9
contig_8119,290,34425,215
contig_8121,343,43739,231
contig_8124,195,25943,367
contig_8126,1098,135416,603
contig_8127,1336,177433,43198
contig_813,1350,88889,16489
contig_8131,2272,288369,180
contig_8132,149,17371,2058
contig_8138,4465,578855,601
contig_814,14,1070,1033
contig_8140,2700,364502,448
contig_815,15,1121,11
contig_8151,278,32596,10267
contig_8154,3780,473957,270
contig_8155,667,42313,1065
contig_817,63,2982,1045
contig_8178,3534,332036,17943
contig_818,13683,1441535,185
contig_8185,2701,236298,672
contig_8186,2617,202452,45
contig_8187,332,51734,678
contig_8188,2641,373834,6336
contig_8201,4549,558409,4
contig_8208,11,1276,2
contig_8210,10,2183,50
contig_8216,352,40239,1285
contig_8217,458,55393,11
contig_8218,190,22727,106
contig_8237,761,84083,34
contig_8245,518,64601,1559
contig_8248,4173,258766,7
contig_8256,172,12877,1
contig_8260,18,1826,469
contig_8261,1109,66529,70109
contig_8263,5254,336981,49
contig_8265,305,46525,208
contig_8266,1227,152123,133
contig_8267,1271,152162,259
contig_8272,6429,548764,63
contig_8275,869,69618,284
contig_8279,3881,378730,69
contig_8280,1200,111419,61
contig_8281,1291,148663,8439
contig_8284,34492,3158086,6852
contig_8286,13682,1790681,181
contig_8288,789,147442,478
contig_829,1978,132056,26
contig_8296,254,30379,21141
contig_8297,21815,2542976,2548
contig_8298,7676,893490,76
contig_8302,157,19256,5390
contig_8305,4751,278378,52
contig_8314,303,40274,168
contig_8315,561,43594,53
contig_8318,528,49007,20
contig_8323,132,17875,317
contig_8324,793,60551,70
contig_8325,541,32071,40
contig_8326,920,51561,48
contig_8327,574,37140,8
contig_8328,564,34117,36858
contig_833,2369,429710,2378
contig_8332,2441,267911,415
contig_8333,902,114869,44
contig_8334,439,58397,115549
contig_8339,18006,2510650,3210
contig_8343,1988,146687,4
contig_8347,453,74968,17
contig_8350,281,38720,1277
contig_8353,11274,1089057,259
contig_836,887,119385,31
contig_8362,225,19700,36
contig_8370,191,19175,1410
contig_8372,362,31408,3173
contig_8373,457,40487,80
contig_8374,898,95772,103
contig_8375,182,13673,491
contig_8377,1607,186310,48
contig_8379,211,32878,48
contig_838,498,28676,6699
contig_8381,10796,977538,2816
contig_8382,29316,3896676,53
